Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A067R058	unreviewed	FH2 domain-containing protein	136037	Zootermopsis nevadensis	1576	PF02181	1121..1523
A0A067R5U9	unreviewed	Disheveled-associated activator of morphogenesis 2	136037	Zootermopsis nevadensis	1054	PF02181	542..916
A0A067R850	unreviewed	FH2 domain-containing protein	136037	Zootermopsis nevadensis	1571	PF02181	261..639
A0A067RC54	unreviewed	Protein diaphanous	136037	Zootermopsis nevadensis	1005	PF02181	568..942
A0A067RK31	unreviewed	Formin-like protein	136037	Zootermopsis nevadensis	1046	PF02181	558..937
A0A067TG67	unreviewed	GBD/FH3 domain-containing protein	685588	Galerina marginata (strain CBS 339.88)	1627	PF02181	1088..1461
A0A067TYA8	unreviewed	Ras-associating domain-containing protein	685588	Galerina marginata (strain CBS 339.88)	1713	PF02181	1243..1610
A0A068F7M9	unreviewed	FH1/FH2 domain-containing protein 1 variant	9606	Homo sapiens	1190	PF02181	644..1013
A0A068RHW2	unreviewed	Related to cytokinesis protein sepa	1263082	Lichtheimia corymbifera JMRC:FSU:9682	1374	PF02181	862..1243
A0A068RJR4	unreviewed	Cytokinesis protein bni1	1263082	Lichtheimia corymbifera JMRC:FSU:9682	1482	PF02181	887..1265
A0A068RP05	unreviewed	Fh2-domain-containing protein	1263082	Lichtheimia corymbifera JMRC:FSU:9682	1551	PF02181	1004..1410
A0A068RU03	unreviewed	Cytokinesis protein bni1	1263082	Lichtheimia corymbifera JMRC:FSU:9682	1509	PF02181	876..1287
A0A068S3U5	unreviewed	Related to cytokinesis protein sepa	1263082	Lichtheimia corymbifera JMRC:FSU:9682	1704	PF02181	1160..1539
A0A068SAK0	unreviewed	Cytokinesis protein sepa	1263082	Lichtheimia corymbifera JMRC:FSU:9682	595	PF02181	92..476
A0A068SHL2	unreviewed	Related to cytokinesis protein sepa	1263082	Lichtheimia corymbifera JMRC:FSU:9682	1581	PF02181	1087..1465
A0A068TVD7	unreviewed	Formin-like protein	49390	Coffea canephora	759	PF02181	302..707
A0A068U358	unreviewed	Formin-like protein	49390	Coffea canephora	897	PF02181	455..845
A0A068U6Q1	unreviewed	Formin-like protein	49390	Coffea canephora	1001	PF02181	550..948
A0A068UB85	unreviewed	Formin-like protein	49390	Coffea canephora	918	PF02181	454..857
A0A068UF08	unreviewed	Formin-like protein	49390	Coffea canephora	1241	PF02181	818..1188
A0A068UIE7	unreviewed	Formin-like protein	49390	Coffea canephora	888	PF02181	436..834
A0A068UPS2	unreviewed	Formin-like protein	49390	Coffea canephora	1200	PF02181	779..1155
A0A068V2A0	unreviewed	Formin-like protein	49390	Coffea canephora	1071	PF02181	1..389
A0A068V3W4	unreviewed	Formin-like protein	49390	Coffea canephora	912	PF02181	493..888
A0A068VBD7	unreviewed	Formin-like protein	49390	Coffea canephora	1422	PF02181	1014..1382
A0A068VCP1	unreviewed	Formin-like protein	49390	Coffea canephora	1540	PF02181	1133..1502
A0A068VHZ5	unreviewed	Formin-like protein	49390	Coffea canephora	947	PF02181	480..883
A0A068W957	unreviewed	Diaphanous	6210	Echinococcus granulosus	1083	PF02181	578..967
A0A068WK27	unreviewed	Formin proteiny 2 domain containing protein	6210	Echinococcus granulosus	1118	PF02181	560..941
A0A068WPL7	unreviewed	Actin bining FH2 domain containing protein 3	6210	Echinococcus granulosus	1296	PF02181	764..1109
A0A068XYY2	unreviewed	Actin bining FH2 domain containing protein 3	6211	Echinococcus multilocularis	1296	PF02181	764..1109
A0A068Y891	unreviewed	Diaphanous	6211	Echinococcus multilocularis	1081	PF02181	576..965
A0A068YEZ1	unreviewed	Formin proteiny 2 domain containing protein	6211	Echinococcus multilocularis	1124	PF02181	561..947
A0A069DX58	unreviewed	Putative rho gtpase effector bni1	65343	Panstrongylus megistus	1098	PF02181	609..983
A0A072PNG5	unreviewed	Cytokinesis protein	1182545	Exophiala aquamarina CBS 119918	1776	PF02181	1134..1527
A0A072THA1	unreviewed	FH2 domain-containing protein	3880	Medicago truncatula	88	PF02181	2..65
A0A072TPC4	unreviewed	Formin-like protein	3880	Medicago truncatula	1071	PF02181	621..1018
A0A072UCZ7	unreviewed	Formin-like protein	3880	Medicago truncatula	1037	PF02181	630..998
A0A072UEY2	unreviewed	Formin-like protein	3880	Medicago truncatula	1196	PF02181	789..1157
A0A072UJE7	unreviewed	Formin-like protein	3880	Medicago truncatula	860	PF02181	387..784
A0A072UM24	unreviewed	Formin-like protein	3880	Medicago truncatula	990	PF02181	531..929
A0A072UPA1	unreviewed	Formin-like protein	3880	Medicago truncatula	1211	PF02181	804..1172
A0A072UQA1	unreviewed	Formin-like protein	3880	Medicago truncatula	857	PF02181	409..806
A0A072UQM5	unreviewed	Formin-like protein	3880	Medicago truncatula	1242	PF02181	833..1202
A0A072URI8	unreviewed	Formin-like protein	3880	Medicago truncatula	1576	PF02181	1167..1536
A0A072USI8	unreviewed	Formin-like protein	3880	Medicago truncatula	1146	PF02181	788..1144
A0A072UVL3	unreviewed	Formin-like protein	3880	Medicago truncatula	1928	PF02181	1505..1874
A0A072UZ63	unreviewed	Formin-like protein	3880	Medicago truncatula	689	PF02181	239..628
A0A074RR42	unreviewed	Putative RhoA GTPase effector DIA/diaphanous protein	1423351	Rhizoctonia solani 123E	1136	PF02181	584..954
A0A074SET9	unreviewed	Putative RhoA GTPase effector DIA/diaphanous protein	1423351	Rhizoctonia solani 123E	2115	PF02181	1629..1999
A0A074SX59	unreviewed	Cytokinesis protein sepA	1423351	Rhizoctonia solani 123E	1759	PF02181	1113..1483
A0A074W527	unreviewed	FH2-domain-containing protein	1043003	Aureobasidium melanogenum CBS 110374	1790	PF02181	1111..1502
A0A074WVR0	unreviewed	FH2-domain-containing protein	1043004	Aureobasidium namibiae CBS 147.97	1800	PF02181	1120..1511
A0A074X5G1	unreviewed	FH2-domain-containing protein	1043002	Aureobasidium pullulans EXF-150	1859	PF02181	1180..1571
A0A074ZAK4	unreviewed	FH2 domain-containing protein	6198	Opisthorchis viverrini	758	PF02181	391..744
A0A074ZL25	unreviewed	FH2-domain-containing protein	1043005	Aureobasidium subglaciale (strain EXF-2481)	1870	PF02181	1190..1581
A0A074ZSS4	unreviewed	FH2 domain-containing protein	6198	Opisthorchis viverrini	335	PF02181	48..177
A0A074ZXZ8	unreviewed	GBD/FH3 domain-containing protein	6198	Opisthorchis viverrini	1131	PF02181	654..1025
A0A075A463	unreviewed	FH2 domain-containing protein	6198	Opisthorchis viverrini	2026	PF02181	1401..1854
A0A075AMZ0	unreviewed	Actin-binding FH2 domain-containing protein	988480	Rozella allomycis (strain CSF55)	1238	PF02181	658..1017
A0A075AS22	unreviewed	FH2 domain-containing protein	988480	Rozella allomycis (strain CSF55)	375	PF02181	2..222
A0A075AT29	unreviewed	Actin-binding FH2 domain-containing protein	988480	Rozella allomycis (strain CSF55)	1067	PF02181	593..971
A0A075AT87	unreviewed	Actin-binding FH2 domain-containing protein	988480	Rozella allomycis (strain CSF55)	1175	PF02181	676..1048
A0A077R548	unreviewed	Diaphanous related Formin	1398559	Melanopsichium pennsylvanicum 4	2209	PF02181	1588..1954
A0A077RBS9	unreviewed	FH2 domain-containing protein	1398559	Melanopsichium pennsylvanicum 4	903	PF02181	146..539
A0A077RXY5	unreviewed	Formin-like protein	4565	Triticum aestivum	954	PF02181	496..898
A0A077WAS0	unreviewed	FH2-domain-containing protein	688394	Lichtheimia ramosa	1363	PF02181	852..1234
A0A077WBI4	unreviewed	Actin-binding FH2	688394	Lichtheimia ramosa	1575	PF02181	1081..1459
A0A077WMW7	unreviewed	GBD/FH3 domain-containing protein	688394	Lichtheimia ramosa	1550	PF02181	1007..1414
A0A077WR75	unreviewed	Cytokinesis protein	688394	Lichtheimia ramosa	1474	PF02181	882..1260
A0A077WYJ6	unreviewed	FH2 domain-containing protein	688394	Lichtheimia ramosa	440	PF02181	1..225
A0A077WZ33	unreviewed	GBD/FH3 domain-containing protein	688394	Lichtheimia ramosa	1041	PF02181	872..1039
A0A077WZT4	unreviewed	Actin-binding FH2	688394	Lichtheimia ramosa	1700	PF02181	1154..1532
A0A077X0G4	unreviewed	GBD/FH3 domain-containing protein	688394	Lichtheimia ramosa	1349	PF02181	847..1231
A0A077YBR1	unreviewed	FH2 domain-containing protein	5861	Plasmodium yoelii	2773	PF02181	2175..2540
A0A077Z285	unreviewed	FH2 domain containing protein	36087	Trichuris trichiura	1106	PF02181	601..963
A0A077Z4L7	unreviewed	FH2 domain-containing protein	36087	Trichuris trichiura	1432	PF02181	313..713
A0A077Z6P0	unreviewed	Formin protein CG32138 like	36087	Trichuris trichiura	1041	PF02181	541..922
A0A077ZFP4	unreviewed	FH2 domain-containing protein	36087	Trichuris trichiura	300	PF02181	2..138
A0A077ZG22	unreviewed	Protein diaphanous 2	36087	Trichuris trichiura	1154	PF02181	632..996
A0A077ZTP2	unreviewed	FH2 domain-containing protein	5949	Stylonychia lemnae	1268	PF02181	819..1216
A0A077ZVY4	unreviewed	FH2 domain-containing protein	5949	Stylonychia lemnae	1395	PF02181	562..877
A0A078F0M1	unreviewed	Formin-like protein	3708	Brassica napus	722	PF02181	402..558,570..711
A0A078F1D3	unreviewed	Formin-like protein	3708	Brassica napus	797	PF02181	352..733
A0A078F2J0	unreviewed	Formin-like protein	3708	Brassica napus	727	PF02181	279..668
A0A078FF87	unreviewed	Formin-like protein	3708	Brassica napus	776	PF02181	319..722
A0A078FGL0	unreviewed	Formin-like protein	3708	Brassica napus	1122	PF02181	722..1088
A0A078FH06	unreviewed	Formin-like protein	3708	Brassica napus	1219	PF02181	814..1183
A0A078FJR3	unreviewed	Formin-like protein	3708	Brassica napus	792	PF02181	286..684
A0A078FME5	unreviewed	Formin-like protein	3708	Brassica napus	1231	PF02181	824..1192
A0A078FQG5	unreviewed	Formin-like protein	3708	Brassica napus	1059	PF02181	605..1002
A0A078FTI6	unreviewed	Formin-like protein	3708	Brassica napus	702	PF02181	292..483,483..652
A0A078FXL3	unreviewed	Formin-like protein	3708	Brassica napus	848	PF02181	390..788
A0A078FZ69	unreviewed	Formin-like protein	3708	Brassica napus	872	PF02181	413..814
A0A078GC62	unreviewed	Formin-like protein	3708	Brassica napus	729	PF02181	293..670
A0A078GEK8	unreviewed	FH2 domain-containing protein	3708	Brassica napus	405	PF02181	254..383
A0A078GGJ3	unreviewed	Formin-like protein	3708	Brassica napus	809	PF02181	347..742
A0A078GKR2	unreviewed	Formin-like protein	3708	Brassica napus	393	PF02181	33..359
A0A078GNE4	unreviewed	Formin-like protein	3708	Brassica napus	770	PF02181	422..760
A0A078GQS4	unreviewed	Formin-like protein	3708	Brassica napus	796	PF02181	407..773
A0A078H225	unreviewed	FH2 domain-containing protein	3708	Brassica napus	345	PF02181	279..345
A0A078H281	unreviewed	Formin-like protein	3708	Brassica napus	636	PF02181	201..569
A0A078H4E8	unreviewed	Formin-like protein	3708	Brassica napus	1244	PF02181	808..1176
A0A078H811	unreviewed	Formin-like protein	3708	Brassica napus	770	PF02181	308..703
A0A078HAI4	unreviewed	Formin-like protein	3708	Brassica napus	1123	PF02181	717..1079
A0A078HDS7	unreviewed	Formin-like protein	3708	Brassica napus	749	PF02181	402..737
A0A078HGG1	unreviewed	Formin-like protein	3708	Brassica napus	902	PF02181	453..843
A0A078HJV6	unreviewed	Formin-like protein	3708	Brassica napus	628	PF02181	323..568
A0A078HKK7	unreviewed	Formin-like protein	3708	Brassica napus	525	PF02181	150..464
A0A078HTQ7	unreviewed	Formin-like protein	3708	Brassica napus	817	PF02181	423..794
A0A078HTW1	unreviewed	Formin-like protein	3708	Brassica napus	931	PF02181	560..892
A0A078HVF0	unreviewed	Formin-like protein	3708	Brassica napus	859	PF02181	409..801
A0A078I0E3	unreviewed	Formin-like protein	3708	Brassica napus	863	PF02181	398..802
A0A078I1A5	unreviewed	Formin-like protein	3708	Brassica napus	1318	PF02181	822..1189
A0A078I1X0	unreviewed	Formin-like protein	3708	Brassica napus	853	PF02181	388..792
A0A078I3A8	unreviewed	Formin-like protein	3708	Brassica napus	840	PF02181	388..779
A0A078I3X1	unreviewed	Formin-like protein	3708	Brassica napus	843	PF02181	391..795
A0A078IJ95	unreviewed	Formin-like protein	3708	Brassica napus	1048	PF02181	643..1012
A0A078IQW7	unreviewed	Formin-like protein	3708	Brassica napus	1076	PF02181	619..1016
A0A078IUQ1	unreviewed	Formin-like protein	3708	Brassica napus	845	PF02181	409..786
A0A078IXU3	unreviewed	Formin-like protein	3708	Brassica napus	744	PF02181	282..677
A0A078JDR8	unreviewed	Formin-like protein	3708	Brassica napus	1292	PF02181	858..1225
A0A078JUJ3	unreviewed	Formin-like protein	3708	Brassica napus	480	PF02181	15..414
A0A078KB68	unreviewed	FH2 domain-containing protein	5861	Plasmodium yoelii	2586	PF02181	2155..2527
A0A080ZLA2	unreviewed	ZU5 domain-containing protein	1317066	Phytophthora parasitica P1976	1585	PF02181	1295..1442
A0A080ZSI5	unreviewed	Formin-like protein	1317066	Phytophthora parasitica P1976	1493	PF02181	1040..1436
A0A080ZSI6	unreviewed	Formin-like protein	1317066	Phytophthora parasitica P1976	1472	PF02181	1040..1415
A0A080ZW26	unreviewed	FYVE-type domain-containing protein	1317066	Phytophthora parasitica P1976	1232	PF02181	570..941
A0A080ZW52	unreviewed	FH2 domain-containing protein	1317066	Phytophthora parasitica P1976	1107	PF02181	609..986
A0A081A0R5	unreviewed	RIH_assoc domain-containing protein	1317066	Phytophthora parasitica P1976	1585	PF02181	770..1067
A0A081A0R6	unreviewed	RIH_assoc domain-containing protein	1317066	Phytophthora parasitica P1976	1536	PF02181	746..1043
A0A081A0R7	unreviewed	RIH_assoc domain-containing protein	1317066	Phytophthora parasitica P1976	1420	PF02181	770..1067
A0A081A0R8	unreviewed	FYVE-type domain-containing protein	1317066	Phytophthora parasitica P1976	1187	PF02181	372..669
A0A081A4I4	unreviewed	FH2 domain-containing protein	1317066	Phytophthora parasitica P1976	499	PF02181	99..489
A0A081A953	unreviewed	FH2 domain-containing protein	1317066	Phytophthora parasitica P1976	1836	PF02181	1309..1724
A0A081AH93	unreviewed	FH2 domain-containing protein	1317066	Phytophthora parasitica P1976	1856	PF02181	1207..1578
A0A081B0P4	unreviewed	FH2 domain-containing protein	1317066	Phytophthora parasitica P1976	774	PF02181	429..740
A0A081B0P5	unreviewed	FH2 domain-containing protein	1317066	Phytophthora parasitica P1976	625	PF02181	430..616
A0A081CNZ2	unreviewed	Probable sepA-related Formin	84753	Pseudozyma antarctica	1800	PF02181	1145..1538
A0A084B6V1	unreviewed	Cytokinesis protein	1280523	Stachybotrys chartarum (strain CBS 109288 / IBT 7711)	1713	PF02181	1093..1485
A0A084FXX8	unreviewed	Cytokinesis protein	563466	Pseudallescheria apiosperma	1804	PF02181	1173..1566
A0A084QAK2	unreviewed	Cytokinesis protein	1283841	Stachybotrys chlorohalonata (strain IBT 40285)	1712	PF02181	1092..1484
A0A084RNH4	unreviewed	Cytokinesis protein	1283842	Stachybotrys chartarum IBT 40288	1713	PF02181	1093..1485
A0A084VQ16	unreviewed	FH2 domain-containing protein	74873	Anopheles sinensis	1353	PF02181	940..1303
A0A084VQL4	unreviewed	Disheveled associated activator of morphogenesis	74873	Anopheles sinensis	1155	PF02181	646..1020
A0A084VRZ7	unreviewed	FH2 domain-containing protein 1	74873	Anopheles sinensis	646	PF02181	363..635
A0A084VRZ8	unreviewed	FH2 domain-containing protein	74873	Anopheles sinensis	1238	PF02181	2..100
A0A084W9P1	unreviewed	AGAP004805-PA-like protein	74873	Anopheles sinensis	1143	PF02181	656..1030
A0A084WFV5	unreviewed	Diaphanous	74873	Anopheles sinensis	1116	PF02181	626..999
A0A084WJB2	unreviewed	AGAP004873-PA-like protein	74873	Anopheles sinensis	1384	PF02181	846..1208
A0A085LPB8	unreviewed	Protein diaphanous-like protein 2	68888	Trichuris suis	1207	PF02181	685..1049
A0A085MGY9	unreviewed	FH1/FH2 domain-containing protein 3	68888	Trichuris suis	2612	PF02181	2097..2459
A0A085MK30	unreviewed	FH2 domain-containing protein	68888	Trichuris suis	1454	PF02181	395..795
A0A085MXA5	unreviewed	Protein diaphanous-like protein 2	68888	Trichuris suis	1207	PF02181	685..1049
A0A085N5W6	unreviewed	FH2 domain-containing protein	68888	Trichuris suis	1440	PF02181	381..781
A0A085NNG8	unreviewed	DYH2 protein	68888	Trichuris suis	2612	PF02181	2097..2459
A0A085NUR7	unreviewed	Formin-like protein	68888	Trichuris suis	1034	PF02181	555..935
A0A086J0F9	unreviewed	FH2 domain-containing protein	1138374	Nematocida sp. 1 ERTm6	1058	PF02181	756..990
A0A086J296	unreviewed	FH2 domain-containing protein	1138374	Nematocida sp. 1 ERTm6	630	PF02181	306..557
A0A086JJ04	unreviewed	FH2 domain-containing protein	1130820	Toxoplasma gondii GAB2-2007-GAL-DOM2	4614	PF02181	4206..4574
A0A086JJ66	unreviewed	FH2 domain-containing protein	1130820	Toxoplasma gondii GAB2-2007-GAL-DOM2	4709	PF02181	3434..3647
A0A086JNR9	unreviewed	FH2 domain-containing protein	943119	Toxoplasma gondii p89	1306	PF02181	899..1267
A0A086JP55	unreviewed	FH2 domain-containing protein	943119	Toxoplasma gondii p89	4709	PF02181	3434..3647
A0A086K183	unreviewed	FH2 domain-containing protein	943167	Toxoplasma gondii FOU	1343	PF02181	936..1304
A0A086K1Q3	unreviewed	FH2 domain-containing protein	943167	Toxoplasma gondii FOU	3620	PF02181	3434..3620
A0A086K7H8	unreviewed	FH2 domain-containing protein	1130820	Toxoplasma gondii GAB2-2007-GAL-DOM2	2847	PF02181	1690..2007
A0A086KIT9	unreviewed	FH2 domain-containing protein	943119	Toxoplasma gondii p89	2629	PF02181	1472..1789
A0A086LE72	unreviewed	FH2 domain-containing protein	943167	Toxoplasma gondii FOU	2849	PF02181	1692..2009
A0A086LQY9	unreviewed	FH2 domain-containing protein	935652	Toxoplasma gondii RUB	4709	PF02181	3434..3647
A0A086LR08	unreviewed	FH2 domain-containing protein	935652	Toxoplasma gondii RUB	4452	PF02181	4044..4412
A0A086M2J0	unreviewed	FH2 domain-containing protein	935652	Toxoplasma gondii RUB	2849	PF02181	1692..2009
A0A086PJJ8	unreviewed	FH2 domain-containing protein	933077	Toxoplasma gondii VAND	4751	PF02181	4343..4711
A0A086PJN1	unreviewed	FH2 domain-containing protein	933077	Toxoplasma gondii VAND	4709	PF02181	3434..3647
A0A086Q667	unreviewed	FH2 domain-containing protein	943118	Toxoplasma gondii MAS	4709	PF02181	3434..3647
A0A086Q6D4	unreviewed	FH2 domain-containing protein	943118	Toxoplasma gondii MAS	1207	PF02181	891..1180
A0A086Q7N5	unreviewed	FH2 domain-containing protein	933077	Toxoplasma gondii VAND	2846	PF02181	1689..2006
A0A086QD64	unreviewed	FH2 domain-containing protein	943118	Toxoplasma gondii MAS	2847	PF02181	1690..2007
A0A086TC35	unreviewed	Cytokinesis protein-like protein	857340	Acremonium chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137)	1690	PF02181	1082..1473
A0A087G2J7	unreviewed	Formin-like protein	50452	Arabis alpina	791	PF02181	339..735
A0A087G5K3	unreviewed	Formin-like protein	50452	Arabis alpina	1641	PF02181	470..764,1061..1424
A0A087G5K4	unreviewed	Formin-like protein	50452	Arabis alpina	1860	PF02181	655..1007,1081..1395
A0A087GB26	unreviewed	FH2 domain-containing protein	50452	Arabis alpina	152	PF02181	8..151
A0A087GB27	unreviewed	Formin-like protein	50452	Arabis alpina	918	PF02181	454..857
A0A087GBU5	unreviewed	Formin-like protein	50452	Arabis alpina	1329	PF02181	860..1227
A0A087GEY1	unreviewed	Formin-like protein	50452	Arabis alpina	919	PF02181	475..860
A0A087GN53	unreviewed	Formin-like protein	50452	Arabis alpina	745	PF02181	416..731
A0A087GN54	unreviewed	Formin-like protein	50452	Arabis alpina	748	PF02181	416..734
A0A087H500	unreviewed	Formin-like protein	50452	Arabis alpina	862	PF02181	404..805
A0A087H737	unreviewed	Formin-like protein	50452	Arabis alpina	850	PF02181	430..827
A0A087H743	unreviewed	FH2 domain-containing protein	50452	Arabis alpina	185	PF02181	14..56,57..170
A0A087H7W1	unreviewed	Formin-like protein	50452	Arabis alpina	835	PF02181	465..818
A0A087HCJ4	unreviewed	Formin-like protein	50452	Arabis alpina	1046	PF02181	592..985
A0A087HFD2	unreviewed	Formin-like protein	50452	Arabis alpina	837	PF02181	362..761
A0A087HH26	unreviewed	Formin-like protein	50452	Arabis alpina	685	PF02181	230..634
A0A087HQS6	unreviewed	Formin-like protein	50452	Arabis alpina	746	PF02181	297..697
A0A087QI12	unreviewed	FH2 domain-containing protein	9233	Aptenodytes forsteri	431	PF02181	104..431
A0A087QQ72	unreviewed	Formin-like 3	9233	Aptenodytes forsteri	971	PF02181	523..896
